"","LMAHDY"
"2010-09-29",2309.25
"2010-09-30",2321.5
"2010-10-01",2328.75
"2010-10-04",2330.5
"2010-10-05",2346.75
"2010-10-06",2330.5
"2010-10-07",2291.75
"2010-10-08",2385.75
"2010-10-11",2364.25
"2010-10-12",2401
"2010-10-13",2380.75
"2010-10-14",2378.25
"2010-10-15",2343.25
"2010-10-18",2374.75
"2010-10-19",2322
"2010-10-20",2329.5
"2010-10-21",2317.5
"2010-10-22",2334
"2010-10-25",2340.75
"2010-10-26",2358.25
"2010-10-27",2293.5
"2010-10-28",2318
"2010-10-29",2316
"2010-11-01",2340.75
"2010-11-02",2401.75
"2010-11-03",2389
"2010-11-04",2429.75
"2010-11-05",2424
"2010-11-08",2404
"2010-11-09",2442.75
"2010-11-10",2421.25
"2010-11-11",2431.5
"2010-11-12",2378.75
"2010-11-15",2375.25
"2010-11-16",2214.75
"2010-11-17",2249
"2010-11-18",2281
"2010-11-19",2232.5
"2010-11-22",2259.75
"2010-11-23",2226.75
"2010-11-24",2230.5
"2010-11-25",2253
"2010-11-26",2243
"2010-11-29",2245.25
"2010-11-30",2254.75
"2010-12-01",2320.75
"2010-12-02",2329.75
"2010-12-03",2301
"2010-12-06",2285.75
"2010-12-07",2285
"2010-12-08",2357
"2010-12-09",2325.25
"2010-12-10",2292.05
"2010-12-13",2311.5
"2010-12-14",2333.25
"2010-12-15",2305
"2010-12-16",2303.25
"2010-12-17",2321.5
"2010-12-20",2365
"2010-12-21",2424.5
"2010-12-22",2452.75
"2010-12-23",2423
"2010-12-24",2403.5
"2010-12-29",2444.5
"2010-12-30",2445
"2010-12-31",2460.75
"2011-01-04",2472.75
"2011-01-05",2452.75
"2011-01-06",2505.75
"2011-01-07",2504
"2011-01-10",2471
"2011-01-11",2482.5
"2011-01-12",2488.25
"2011-01-13",2465.25
"2011-01-14",2452.75
"2011-01-17",2415.25
"2011-01-18",2426.75
"2011-01-19",2406
"2011-01-20",2383
"2011-01-21",2395.5
"2011-01-24",2389
"2011-01-25",2336
"2011-01-26",2362.25
"2011-01-27",2408.75
"2011-01-28",2463.75
"2011-01-31",2512.75
"2011-02-01",2540
"2011-02-02",2510.5
"2011-02-03",2513.75
"2011-02-04",2525
"2011-02-07",2531.75
"2011-02-08",2545.25
"2011-02-09",2523.75
"2011-02-10",2516.8
"2011-02-11",2474.15
"2011-02-14",2491.25
"2011-02-15",2478.25
"2011-02-16",2475.5
"2011-02-17",2483.5
"2011-02-18",2538.25
"2011-02-21",2548.25
"2011-02-22",2496.25
"2011-02-23",2498.25
"2011-02-24",2510.5
"2011-02-25",2535
"2011-02-28",2569.25
"2011-03-01",2577.75
"2011-03-02",2570.25
"2011-03-03",2580
"2011-03-04",2567.5
"2011-03-07",2524.25
"2011-03-08",2561.25
"2011-03-09",2544.25
"2011-03-10",2553
"2011-03-11",2512
"2011-03-14",2525
"2011-03-15",2461.25
"2011-03-16",2426.75
"2011-03-17",2493.75
"2011-03-18",2536.75
"2011-03-21",2543.5
"2011-03-22",2572.5
"2011-03-23",2601.75
"2011-03-24",2600.75
"2011-03-25",2609.75
"2011-03-28",2582
"2011-03-29",2615.5
"2011-03-30",2598
"2011-03-31",2619
"2011-04-01",2601.75
"2011-04-04",2602
"2011-04-05",2610.25
"2011-04-06",2640.75
"2011-04-07",2642.75
"2011-04-08",2683
"2011-04-11",2657.75
"2011-04-12",2629
"2011-04-13",2617.25
"2011-04-14",2619
"2011-04-15",2674.5
"2011-04-18",2655.75
"2011-04-19",2695.75
"2011-04-20",2718
"2011-04-21",2734
"2011-04-26",2737.25
"2011-04-27",2736
"2011-04-28",2758.75
"2011-05-03",2785.5
"2011-05-04",2740.75
"2011-05-05",2626
"2011-05-06",2603
"2011-05-09",2610
"2011-05-10",2653.5
"2011-05-11",2620.5
"2011-05-12",2634
"2011-05-13",2590.25
"2011-05-16",2560.75
"2011-05-17",2489.5
"2011-05-18",2538.5
"2011-05-19",2481.25
"2011-05-20",2489.5
"2011-05-23",2462
"2011-05-24",2493.25
"2011-05-25",2527.75
"2011-05-26",2557
"2011-05-27",2619
"2011-05-31",2662.25
"2011-06-01",2651.5
"2011-06-02",2597.25
"2011-06-03",2621.25
"2011-06-06",2645.25
"2011-06-07",2665
"2011-06-08",2644.25
"2011-06-09",2635.25
"2011-06-10",2595.25
"2011-06-13",2559.75
"2011-06-14",2596.75
"2011-06-15",2561
"2011-06-16",2528
"2011-06-17",2516.25
"2011-06-20",2500.25
"2011-06-21",2510.5
"2011-06-22",2520.25
"2011-06-23",2478.75
"2011-06-24",2470
"2011-06-27",2478.75
"2011-06-28",2489
"2011-06-29",2503.25
"2011-06-30",2503.25
"2011-07-01",2473.25
"2011-07-04",2480.25
"2011-07-05",2544.25
"2011-07-06",2524.75
"2011-07-07",2561.5
"2011-07-08",2505
"2011-07-11",2447
"2011-07-12",2461.5
"2011-07-13",2481.75
"2011-07-14",2476.5
"2011-07-15",2463.25
"2011-07-18",2467
"2011-07-19",2521.25
"2011-07-20",2506.25
"2011-07-21",2511
"2011-07-22",2561.5
"2011-07-25",2592.5
"2011-07-26",2627
"2011-07-27",2620.75
"2011-07-28",2611
"2011-07-29",2596.75
"2011-08-01",2557.75
"2011-08-02",2555
"2011-08-03",2496.25
"2011-08-04",2447.25
"2011-08-05",2373.25
"2011-08-08",2353.75
"2011-08-09",2374.25
"2011-08-10",2363.5
"2011-08-11",2379.8
"2011-08-12",2364.9
"2011-08-15",2339.5
"2011-08-16",2339.75
"2011-08-17",2359.25
"2011-08-18",2303.25
"2011-08-19",2320.5
"2011-08-22",2300.5
"2011-08-23",2334
"2011-08-24",2326.5
"2011-08-25",2331
"2011-08-26",2343.5
"2011-08-30",2387.25
"2011-08-31",2430.75
"2011-09-01",2418.5
"2011-09-02",2399.5
"2011-09-05",2350.5
"2011-09-06",2344.5
"2011-09-07",2369.75
"2011-09-08",2386
"2011-09-09",2332.5
"2011-09-12",2337.25
"2011-09-13",2335.3
"2011-09-14",2324
"2011-09-15",2340.35
"2011-09-16",2346.5
"2011-09-19",2306
"2011-09-20",2291.25
"2011-09-21",2283.75
"2011-09-22",2195
"2011-09-23",2173.75
"2011-09-26",2170.75
"2011-09-27",2211.5
"2011-09-28",2201.25
"2011-09-29",2214.25
"2011-09-30",2124
"2011-10-03",2168
"2011-10-04",2139
"2011-10-05",2135.25
"2011-10-06",2195
"2011-10-07",2194.25
"2011-10-10",2223.5
"2011-10-11",2195.5
"2011-10-12",2214
"2011-10-13",2176.25
"2011-10-14",2199.1
"2011-10-17",2191.75
"2011-10-18",2184.25
"2011-10-19",2160
"2011-10-20",2063.5
"2011-10-21",2104
"2011-10-24",2196.25
"2011-10-25",2202.25
"2011-10-26",2195
"2011-10-27",2237
"2011-10-28",2223.25
"2011-10-31",2196.5
"2011-11-01",2086.75
"2011-11-02",2105
"2011-11-03",2124.5
"2011-11-04",2119.25
"2011-11-07",2100.75
"2011-11-08",2119.25
"2011-11-09",2106
"2011-11-10",2122.25
"2011-11-11",2144.35
"2011-11-14",2145.75
"2011-11-15",2099.5
"2011-11-16",2133.5
"2011-11-17",2073.25
"2011-11-18",2089.75
"2011-11-21",2045
"2011-11-22",2050
"2011-11-23",2005.75
"2011-11-24",2003
"2011-11-25",1981.75
"2011-11-28",2017.25
"2011-11-29",1984.25
"2011-11-30",2102.75
"2011-12-01",2138.25
"2011-12-02",2125.5
"2011-12-05",2128.5
"2011-12-06",2107.5
"2011-12-07",2070.25
"2011-12-08",2060.75
"2011-12-09",2064
"2011-12-12",2011
"2011-12-13",1996
"2011-12-14",1956.75
"2011-12-15",1972.5
"2011-12-16",1996
"2011-12-19",1947.75
"2011-12-20",1985
"2011-12-21",1968.5
"2011-12-22",2005
"2011-12-23",2001
"2011-12-28",1984.75
"2011-12-29",1974
"2011-12-30",1994.5
"2012-01-03",2054.5
"2012-01-04",2041.25
"2012-01-05",2014
"2012-01-06",2046.75
"2012-01-09",2085.75
"2012-01-10",2137.5
"2012-01-11",2135
"2012-01-12",2133.75
"2012-01-13",2113.75
"2012-01-16",2127.5
"2012-01-17",2191.25
"2012-01-18",2168
"2012-01-19",2196.75
"2012-01-20",2182.75
"2012-01-23",2203.25
"2012-01-24",2204.25
"2012-01-25",2217.75
"2012-01-26",2244.75
"2012-01-27",2233
"2012-01-30",2245
"2012-01-31",2201.5
"2012-02-01",2228.5
"2012-02-02",2158.75
"2012-02-03",2209.25
"2012-02-06",2182.25
"2012-02-07",2215
"2012-02-08",2214
"2012-02-09",2251.5
"2012-02-10",2206.25
"2012-02-13",2169.5
"2012-02-14",2173.75
"2012-02-15",2156.75
"2012-02-16",2118
"2012-02-17",2121.5
"2012-02-20",2135.25
"2012-02-21",2211.75
"2012-02-22",2237.75
"2012-02-23",2231.75
"2012-02-24",2287
"2012-02-27",2289.25
"2012-02-28",2283
"2012-02-29",2285.5
"2012-03-01",2312.25
"2012-03-02",2285.75
"2012-03-05",2243.75
"2012-03-06",2192
"2012-03-07",2165.25
"2012-03-08",2162.25
"2012-03-09",2197.5
"2012-03-12",2185.25
"2012-03-13",2215
"2012-03-14",2185.25
"2012-03-15",2208.75
"2012-03-16",2219
"2012-03-19",2234.5
"2012-03-20",2204.25
"2012-03-21",2168.75
"2012-03-22",2128.5
"2012-03-23",2135
"2012-03-26",2145.25
"2012-03-27",2155
"2012-03-28",2127.25
"2012-03-29",2094
"2012-03-30",2087
"2012-04-02",2089.5
"2012-04-03",2083.75
"2012-04-04",2053.35
"2012-04-05",2072.25
"2012-04-10",2027
"2012-04-11",2060.75
"2012-04-12",2065.25
"2012-04-13",2030.5
"2012-04-16",2025
"2012-04-17",2036.75
"2012-04-18",2018.75
"2012-04-19",2034.5
"2012-04-20",2042
"2012-04-23",2017.75
"2012-04-24",2040.5
"2012-04-25",2029.25
"2012-04-26",2046.5
"2012-04-27",2069.5
"2012-04-30",2078.75
"2012-05-01",2082.25
"2012-05-02",2056.25
"2012-05-03",2050.75
"2012-05-04",2028
"2012-05-08",2016.25
"2012-05-09",2008
"2012-05-10",2004.75
"2012-05-11",2004.5
"2012-05-14",1983
"2012-05-15",1983.25
"2012-05-16",1993.5
"2012-05-17",2014.25
"2012-05-18",2028.25
"2012-05-21",2005.25
"2012-05-22",1989
"2012-05-23",1969.25
"2012-05-24",1977.25
"2012-05-25",1976.25
"2012-05-28",1984
"2012-05-29",1978.25
"2012-05-30",1967.75
"2012-05-31",1955.5
"2012-06-01",1934.5
"2012-06-06",1939.25
"2012-06-07",1955.5
"2012-06-08",1948
"2012-06-11",1934.5
"2012-06-12",1929.75
"2012-06-13",1925.75
"2012-06-14",1916.25
"2012-06-15",1895
"2012-06-18",1890
"2012-06-19",1886
"2012-06-20",1865
"2012-06-21",1830.75
"2012-06-22",1824.75
"2012-06-25",1826.5
"2012-06-26",1806.5
"2012-06-27",1832.75
"2012-06-28",1808.25
"2012-06-29",1875.75
"2012-07-02",1873
"2012-07-03",1947.75
"2012-07-04",1921.5
"2012-07-05",1909.75
"2012-07-06",1863.25
"2012-07-09",1891.75
"2012-07-10",1878.5
"2012-07-11",1867
"2012-07-12",1849.5
"2012-07-13",1877.5
"2012-07-16",1885.75
"2012-07-17",1876.75
"2012-07-18",1882.5
"2012-07-19",1925
"2012-07-20",1872.75
"2012-07-23",1851.75
"2012-07-24",1838.25
"2012-07-25",1839.5
"2012-07-26",1846
"2012-07-27",1862
"2012-07-30",1864.5
"2012-07-31",1853.25
"2012-08-01",1827.25
"2012-08-02",1804
"2012-08-03",1825.5
"2012-08-06",1843.75
"2012-08-07",1873.5
"2012-08-08",1877.75
"2012-08-09",1861.5
"2012-08-10",1841.25
"2012-08-13",1816
"2012-08-14",1815.5
"2012-08-15",1796
"2012-08-16",1804
"2012-08-17",1821.25
"2012-08-20",1800
"2012-08-21",1832.5
"2012-08-22",1844.75
"2012-08-23",1877.25
"2012-08-24",1890.45
"2012-08-28",1890.75
"2012-08-29",1870.25
"2012-08-30",1856.25
"2012-08-31",1883.75
"2012-09-03",1908
"2012-09-04",1926
"2012-09-05",1962
"2012-09-06",1966.5
"2012-09-07",2010
"2012-09-10",2049.5
"2012-09-11",2073.15
"2012-09-12",2082
"2012-09-13",2101.25
"2012-09-14",2200
"2012-09-17",2167
"2012-09-18",2161.75
"2012-09-19",2126.5
"2012-09-20",2098.25
"2012-09-21",2107.5
"2012-09-24",2057.5
"2012-09-25",2078.5
"2012-09-26",2042.75
"2012-09-27",2079.5
"2012-09-28",2084.75
"2012-10-01",2097.5
"2012-10-02",2078.75
"2012-10-03",2074
"2012-10-04",2087.5
"2012-10-05",2085
"2012-10-08",2052.75
"2012-10-09",2025
"2012-10-10",1980.25
"2012-10-11",1992.25
"2012-10-12",1968.5
"2012-10-15",1935.25
"2012-10-16",1929.75
"2012-10-17",1959.75
"2012-10-18",1991.5
"2012-10-19",1946.25
"2012-10-22",1933.75
"2012-10-23",1923.25
"2012-10-24",1912
"2012-10-25",1911.25
"2012-10-26",1895.75
"2012-10-29",1869.25
"2012-10-30",1882.25
"2012-10-31",1877.5
"2012-11-01",1917.5
"2012-11-02",1899.5
"2012-11-05",1878.75
"2012-11-06",1892
"2012-11-07",1897
"2012-11-08",1902
"2012-11-09",1901.5
"2012-11-12",1951
"2012-11-13",1967.25
"2012-11-14",1948.75
"2012-11-15",1943
"2012-11-16",1930.25
"2012-11-19",1955
"2012-11-20",1946.5
"2012-11-21",1910.75
"2012-11-22",1925.75
"2012-11-23",1969.5
"2012-11-26",1986.5
"2012-11-27",2000.5
"2012-11-28",1992
"2012-11-29",2065.25
"2012-11-30",2094
"2012-12-03",2118
"2012-12-04",2092.5
"2012-12-05",2106.25
"2012-12-06",2089.75
"2012-12-07",2086.75
"2012-12-10",2123.5
"2012-12-11",2110
"2012-12-12",2141.25
"2012-12-13",2132.75
"2012-12-14",2138.25
"2012-12-17",2149.75
"2012-12-18",2079.75
"2012-12-19",2048.25
"2012-12-20",2026
"2012-12-21",2048.25
"2012-12-24",2039.75
"2012-12-27",2046
"2012-12-28",2030.75
"2012-12-31",2041
"2013-01-02",2127.25
"2013-01-03",2082.5
"2013-01-04",2027.25
"2013-01-07",2029.25
"2013-01-08",2031.25
"2013-01-09",2040.5
"2013-01-10",2080
"2013-01-11",2063.1
"2013-01-14",2015.25
"2013-01-15",2014.75
"2013-01-16",2007.25
"2013-01-17",2012.75
"2013-01-18",2006.5
"2013-01-21",2004
"2013-01-22",2038.5
"2013-01-23",2039.25
"2013-01-24",2041
"2013-01-25",2011
"2013-01-28",2013
"2013-01-29",2022.25
"2013-01-30",2066.5
"2013-01-31",2054.25
"2013-02-01",2087.75
"2013-02-04",2073.75
"2013-02-05",2073
"2013-02-06",2058.65
"2013-02-07",2060.5
"2013-02-08",2080.25
"2013-02-11",2063
"2013-02-12",2078.25
"2013-02-13",2100
"2013-02-14",2115.25
"2013-02-15",2127.25
"2013-02-18",2077
"2013-02-19",2069
"2013-02-20",2060.75
"2013-02-21",2034.25
"2013-02-22",2004.75
"2013-02-25",1993.25
"2013-02-26",1978
"2013-02-27",1975.5
"2013-02-28",1961.75
"2013-03-01",1932
"2013-03-04",1928.75
"2013-03-05",1932.5
"2013-03-06",1910
"2013-03-07",1936.5
"2013-03-08",1923.25
"2013-03-11",1909.25
"2013-03-12",1939
"2013-03-13",1923.5
"2013-03-14",1938.85
"2013-03-15",1923.3
"2013-03-18",1893.5
"2013-03-19",1895
"2013-03-20",1900.75
"2013-03-21",1893.25
"2013-03-22",1914.5
"2013-03-25",1895.5
"2013-03-26",1875.25
"2013-03-27",1885.75
"2013-03-28",1875.25
"2013-04-02",1851
"2013-04-03",1839.5
"2013-04-04",1856
"2013-04-05",1850.5
"2013-04-08",1853
"2013-04-09",1883.25
"2013-04-10",1875
"2013-04-11",1864.5
"2013-04-12",1818.75
"2013-04-15",1832.25
"2013-04-16",1883.25
"2013-04-17",1866
"2013-04-18",1884.75
"2013-04-19",1859.75
"2013-04-22",1865.25
"2013-04-23",1868
"2013-04-24",1880.75
"2013-04-25",1912
"2013-04-26",1845
"2013-04-29",1860.75
"2013-04-30",1832.25
"2013-05-01",1785.75
"2013-05-02",1774.25
"2013-05-03",1847
"2013-05-07",1847.75
"2013-05-08",1876.25
"2013-05-09",1862
"2013-05-10",1843.25
"2013-05-13",1840
"2013-05-14",1827.5
"2013-05-15",1807
"2013-05-16",1825.25
"2013-05-17",1820
"2013-05-20",1829.5
"2013-05-21",1827
"2013-05-22",1850
"2013-05-23",1816.5
"2013-05-24",1805.5
"2013-05-28",1817.25
"2013-05-29",1828.5
"2013-05-30",1876
"2013-05-31",1877.75
"2013-06-03",1897.75
"2013-06-04",1920
"2013-06-05",1944
"2013-06-06",1928.75
"2013-06-07",1903.25
"2013-06-10",1883
"2013-06-11",1846.25
"2013-06-12",1821.25
"2013-06-13",1815.85
"2013-06-14",1810
"2013-06-17",1800.75
"2013-06-18",1795.75
"2013-06-19",1783.75
"2013-06-20",1752
"2013-06-21",1747.55
"2013-06-24",1725.6
"2013-06-25",1738.75
"2013-06-26",1725.75
"2013-06-27",1721
"2013-06-28",1729.75
"2013-07-01",1784
"2013-07-02",1789.5
"2013-07-03",1763.25
"2013-07-04",1767.75
"2013-07-05",1723.75
"2013-07-08",1757.25
"2013-07-09",1745.5
"2013-07-10",1773
"2013-07-11",1791.25
"2013-07-12",1802.5
"2013-07-15",1760
"2013-07-16",1770.25
"2013-07-17",1758.5
"2013-07-18",1760.75
"2013-07-19",1781.5
"2013-07-22",1803.25
"2013-07-23",1800.25
"2013-07-24",1805.25
"2013-07-25",1778.75
"2013-07-26",1750
"2013-07-29",1748.5
"2013-07-30",1729
"2013-07-31",1757.25
"2013-08-01",1766.75
"2013-08-02",1764.5
"2013-08-05",1753.55
"2013-08-06",1741.8
"2013-08-07",1750.25
"2013-08-08",1794.55
"2013-08-09",1825.6
"2013-08-12",1837.55
"2013-08-13",1833.55
"2013-08-14",1844.5
"2013-08-15",1861
"2013-08-16",1898.5
"2013-08-19",1865.75
"2013-08-20",1865.25
"2013-08-21",1848.25
"2013-08-22",1837
"2013-08-23",1846.6
"2013-08-27",1837.5
"2013-08-28",1815.25
"2013-08-29",1787.25
"2013-08-30",1766
"2013-09-02",1781.5
"2013-09-03",1774.5
"2013-09-04",1741.75
"2013-09-05",1751.05
"2013-09-06",1777
"2013-09-09",1758
"2013-09-10",1749
"2013-09-11",1755.25
"2013-09-12",1766.25
"2013-09-13",1744.5
"2013-09-16",1735.5
"2013-09-17",1730.75
"2013-09-18",1738
"2013-09-19",1784
"2013-09-20",1754.5
"2013-09-23",1770.75
"2013-09-24",1749.25
"2013-09-25",1757.5
"2013-09-26",1775.75
"2013-09-27",1794.25
"2013-09-30",1798.35
"2013-10-01",1779
"2013-10-02",1791.25
"2013-10-03",1781.75
"2013-10-04",1799.75
"2013-10-07",1807.9
"2013-10-08",1818.25
"2013-10-09",1811.25
"2013-10-10",1836.25
"2013-10-11",1836
"2013-10-14",1822.75
"2013-10-15",1801.5
"2013-10-16",1809
"2013-10-17",1804
"2013-10-18",1802.25
"2013-10-21",1803.5
"2013-10-22",1832.75
"2013-10-23",1797.75
"2013-10-24",1815
"2013-10-25",1836.5
"2013-10-28",1849.5
"2013-10-29",1837.5
"2013-10-30",1847.25
"2013-10-31",1814.75
"2013-11-01",1799.25
"2013-11-04",1776.25
"2013-11-05",1771.5
"2013-11-06",1775.75
"2013-11-07",1777.25
"2013-11-08",1771.25
"2013-11-11",1763
"2013-11-12",1753.25
"2013-11-13",1748.5
"2013-11-14",1745.5
"2013-11-15",1745.25
"2013-11-18",1736.75
"2013-11-19",1748.5
"2013-11-20",1735.5
"2013-11-21",1738.75
"2013-11-22",1737.75
"2013-11-25",1728.25
"2013-11-26",1726.75
"2013-11-27",1709.75
"2013-11-28",1708.5
"2013-11-29",1710
"2013-12-02",1696.75
"2013-12-03",1694
"2013-12-04",1727.25
"2013-12-05",1714
"2013-12-06",1734.75
"2013-12-09",1747.25
"2013-12-10",1759.25
"2013-12-11",1773.25
"2013-12-12",1748.6
"2013-12-13",1755.25
"2013-12-16",1748.25
"2013-12-17",1752.75
"2013-12-18",1752
"2013-12-19",1728.25
"2013-12-20",1740.1
"2013-12-23",1714.5
"2013-12-24",1714.5
"2013-12-27",1764
"2013-12-30",1776.75
"2013-12-31",1754.75
"2014-01-02",1758
"2014-01-03",1727.25
"2014-01-06",1735.25
"2014-01-07",1738.5
"2014-01-08",1730.25
"2014-01-09",1705
"2014-01-10",1721.75
"2014-01-13",1734.5
"2014-01-14",1715.5
"2014-01-15",1740.25
"2014-01-16",1757.25
"2014-01-17",1780.15
"2014-01-20",1762.65
"2014-01-21",1754
"2014-01-22",1738.75
"2014-01-23",1719
"2014-01-24",1718.5
"2014-01-27",1710.25
"2014-01-28",1710.25
"2014-01-29",1697.5
"2014-01-30",1685.25
"2014-01-31",1663.25
"2014-02-03",1633.55
"2014-02-04",1644.25
"2014-02-05",1657.25
"2014-02-06",1671.5
"2014-02-07",1677.25
"2014-02-10",1658.75
"2014-02-11",1663.6
"2014-02-12",1692.5
"2014-02-13",1700.25
"2014-02-14",1702.5
"2014-02-17",1689.25
"2014-02-18",1721.75
"2014-02-19",1725.25
"2014-02-20",1728.5
"2014-02-21",1727.5
"2014-02-24",1718.5
"2014-02-25",1725.75
"2014-02-26",1729.5
"2014-02-27",1724.75
"2014-02-28",1711.15
"2014-03-03",1675.25
"2014-03-04",1722.75
"2014-03-05",1730.25
"2014-03-06",1753.75
"2014-03-07",1723.5
"2014-03-10",1732.5
"2014-03-11",1707.75
"2014-03-12",1715.5
"2014-03-13",1698.75
"2014-03-14",1697.5
"2014-03-17",1681.25
"2014-03-18",1691.85
"2014-03-19",1694
"2014-03-20",1668.5
"2014-03-21",1681.5
"2014-03-24",1687.5
"2014-03-25",1709.25
"2014-03-26",1685.5
"2014-03-27",1695.5
"2014-03-28",1716.1
"2014-03-31",1744.25
"2014-04-01",1754.75
"2014-04-02",1789.75
"2014-04-03",1796.5
"2014-04-04",1785.75
"2014-04-07",1782
"2014-04-08",1784.75
"2014-04-09",1827
"2014-04-10",1858.25
"2014-04-11",1848
"2014-04-14",1844
"2014-04-15",1813.5
"2014-04-16",1839
"2014-04-17",1829.5
"2014-04-22",1854.75
"2014-04-23",1837.25
"2014-04-24",1839.5
"2014-04-25",1814.25
"2014-04-28",1787.75
"2014-04-29",1771
"2014-04-30",1756.25
"2014-05-01",1742.25
"2014-05-02",1742.5
"2014-05-06",1738.75
"2014-05-07",1723.5
"2014-05-08",1722.75
"2014-05-09",1718
"2014-05-12",1742.25
"2014-05-13",1736.75
"2014-05-14",1765.75
"2014-05-15",1733
"2014-05-16",1728.25
"2014-05-19",1732.25
"2014-05-20",1728.75
"2014-05-21",1726.75
"2014-05-22",1757.5
"2014-05-23",1776
"2014-05-27",1788.25
"2014-05-28",1801.25
"2014-05-29",1810
"2014-05-30",1806.5
"2014-06-02",1816.5
"2014-06-03",1824
"2014-06-04",1812.75
"2014-06-05",1824.25
"2014-06-06",1856.75
"2014-06-09",1886
"2014-06-10",1865.5
"2014-06-11",1827
"2014-06-12",1803.75
"2014-06-13",1803.75
"2014-06-16",1809.25
"2014-06-17",1807.75
"2014-06-18",1833.25
"2014-06-19",1850
"2014-06-20",1847.75
"2014-06-23",1852.25
"2014-06-24",1862.75
"2014-06-25",1866
"2014-06-26",1862.25
"2014-06-27",1849.75
"2014-06-30",1856.75
"2014-07-01",1854.25
"2014-07-02",1896.75
"2014-07-03",1907
"2014-07-04",1893.25
"2014-07-07",1892.25
"2014-07-08",1912.5
"2014-07-09",1913.25
"2014-07-10",1898.75
"2014-07-11",1920
"2014-07-14",1921.75
"2014-07-15",1940.5
"2014-07-16",1954.5
"2014-07-17",1974.25
"2014-07-18",1964.5
"2014-07-21",2003.25
"2014-07-22",2024.75
"2014-07-23",1996.5
"2014-07-24",2008.25
"2014-07-25",1980
"2014-07-28",1999.75
"2014-07-29",1965.5
"2014-07-30",2011
"2014-07-31",1978.5
"2014-08-01",1962.5
"2014-08-04",2013.75
"2014-08-05",1998.75
"2014-08-06",2013.25
"2014-08-07",2017.5
"2014-08-08",2019.75
"2014-08-11",2020.25
"2014-08-12",2032.75
"2014-08-13",2009
"2014-08-14",1986.5
"2014-08-15",1993.85
"2014-08-18",2017.75
"2014-08-19",2024
"2014-08-20",2064
"2014-08-21",2050.25
"2014-08-22",2058
"2014-08-26",2071.75
"2014-08-27",2085.5
"2014-08-28",2084.25
"2014-08-29",2086.5
"2014-09-01",2080.75
"2014-09-02",2089
"2014-09-03",2061.5
"2014-09-04",2083.75
"2014-09-05",2066
"2014-09-08",2065.75
"2014-09-09",2032.5
"2014-09-10",2019.75
"2014-09-11",2002.75
"2014-09-12",1992.5
"2014-09-15",1952.25
"2014-09-16",1988.5
"2014-09-17",1961.25
"2014-09-18",1947
"2014-09-19",1941.75
"2014-09-22",1941.75
"2014-09-23",1932
"2014-09-24",1941
"2014-09-25",1917.5
"2014-09-26",1913.5
"2014-09-29",1930
"2014-09-30",1928.75
"2014-10-01",1888.5
"2014-10-02",1858.75
"2014-10-03",1885.25
"2014-10-06",1900.25
"2014-10-07",1924.5
"2014-10-08",1907.25
"2014-10-09",1920.1
"2014-10-10",1901.75
"2014-10-13",1916
"2014-10-14",1920.75
"2014-10-15",1892
"2014-10-16",1888
"2014-10-17",1955.5
"2014-10-20",1959.75
"2014-10-21",1982.5
"2014-10-22",2008
"2014-10-23",1984.5
"2014-10-24",1959.5
"2014-10-27",1976.25
"2014-10-28",1995.25
"2014-10-29",2037
"2014-10-30",2044
"2014-10-31",2057
"2014-11-03",2076
"2014-11-04",2062.5
"2014-11-05",2062.5
"2014-11-06",2082
"2014-11-07",2059.75
"2014-11-10",2037.75
"2014-11-11",2055.5
"2014-11-12",2070.25
"2014-11-13",2047.25
"2014-11-14",2028.6
"2014-11-17",2042
"2014-11-18",2021
"2014-11-19",2026
"2014-11-20",2042.5
"2014-11-21",2064.75
"2014-11-24",2067.75
"2014-11-25",2077.5
"2014-11-26",2082
"2014-11-27",2075
"2014-11-28",2030.5
"2014-12-01",2044
"2014-12-02",1983.5
"2014-12-03",1967
"2014-12-04",1994.5
"2014-12-05",1977.75
"2014-12-08",1949.5
"2014-12-09",1956
"2014-12-10",1937.75
"2014-12-11",1927.75
"2014-12-12",1913.15
"2014-12-15",1895.75
"2014-12-16",1876.5
"2014-12-17",1892
"2014-12-18",1882.75
"2014-12-19",1880.75
"2014-12-22",1853.25
"2014-12-23",1843.75
"2014-12-24",1833.5
"2014-12-29",1833.5
"2014-12-30",1831
"2014-12-31",1825
"2015-01-02",1805.25
"2015-01-05",1787.25
"2015-01-06",1755.25
"2015-01-07",1761.75
"2015-01-08",1811.5
"2015-01-09",1789.75
"2015-01-12",1791
"2015-01-13",1779.25
"2015-01-14",1765.5
"2015-01-15",1781.6
"2015-01-16",1840.25
"2015-01-19",1815.75
"2015-01-20",1842.25
"2015-01-21",1870.75
"2015-01-22",1863
"2015-01-23",1823
"2015-01-26",1876.75
"2015-01-27",1848
"2015-01-28",1839.5
"2015-01-29",1808
"2015-01-30",1853.75
"2015-02-02",1855.75
"2015-02-03",1874
"2015-02-04",1862
"2015-02-05",1871
"2015-02-06",1856.25
"2015-02-09",1859
"2015-02-10",1815.75
"2015-02-11",1802.5
"2015-02-12",1826.4
"2015-02-13",1822.5
"2015-02-16",1804.5
"2015-02-17",1798.5
"2015-02-18",1799
"2015-02-19",1799.25
"2015-02-20",1774.5
"2015-02-23",1771.75
"2015-02-24",1792
"2015-02-25",1778.75
"2015-02-26",1791.25
"2015-02-27",1801.75
"2015-03-02",1789
"2015-03-03",1781.25
"2015-03-04",1786.25
